entidad_federativa,Unnamed: 0,municipio,distancia,grado_accesibilidad
Baja California,4750,Mexicali,941.4,Accesibilidad alta
Baja California,4751,Mexicali,282.8,Accesibilidad alta
Baja California,4752,Mexicali,300,Accesibilidad alta
Baja California,4753,Mexicali,"1,041.40",Accesibilidad media
Baja California,4754,Mexicali,641.4,Accesibilidad alta
Baja California,4755,Mexicali,100,Accesibilidad alta
Baja California,4756,Mexicali,0,Accesibilidad alta
Baja California,4757,Mexicali,"3,250.00",Accesibilidad baja
Baja California,4758,Mexicali,848.5,Accesibilidad alta
Baja California,4759,Mexicali,241.4,Accesibilidad muy alta
Baja California,4760,Mexicali,"1,400.00",Accesibilidad baja
Baja California,4761,Mexicali,141.4,Accesibilidad alta
Baja California,4762,Mexicali,682.8,Accesibilidad alta
Baja California,4763,Mexicali,0,Accesibilidad muy alta
Baja California,4764,Mexicali,"1,065.70",Accesibilidad media
Baja California,4765,Mexicali,"2,300.00",Accesibilidad baja
Baja California,4766,Mexicali,"2,362.70",Accesibilidad baja
Baja California,4767,Mexicali,624.3,Accesibilidad muy alta
Baja California,4768,Mexicali,241.4,Accesibilidad alta
Baja California,4769,Mexicali,700,Accesibilidad alta
Baja California,4770,Mexicali,241.4,Accesibilidad alta
Baja California,4771,Mexicali,"2,200.00",Accesibilidad muy baja
Baja California,4772,Mexicali,100,Accesibilidad alta
Baja California,4773,Mexicali,"2,631.40",Accesibilidad muy baja
Baja California,4774,Mexicali,"1,100.00",Accesibilidad media
Baja California,4775,Mexicali,100,Accesibilidad muy alta
Baja California,4776,Mexicali,100,Accesibilidad alta
Baja California,4777,Mexicali,"1,624.30",Accesibilidad media
Baja California,4778,Mexicali,100,Accesibilidad muy alta
Baja California,4779,Mexicali,"1,800.00",Accesibilidad media
Baja California,4780,Mexicali,382.8,Accesibilidad alta
Baja California,4781,Mexicali,"1,582.80",Accesibilidad media
Baja California,4782,Mexicali,"2,107.10",Accesibilidad muy baja
Baja California,4783,Mexicali,"1,107.10",Accesibilidad baja
Baja California,4784,Mexicali,"1,400.00",Accesibilidad baja
Baja California,4785,Mexicali,141.4,Accesibilidad alta
Baja California,4786,Mexicali,"3,289.90",Accesibilidad muy baja
Baja California,4787,Mexicali,100,Accesibilidad alta
Baja California,4788,Mexicali,100,Accesibilidad alta
Baja California,4789,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4790,Mexicali,682.8,Accesibilidad alta
Baja California,4791,Mexicali,"1,979.90",Accesibilidad media
Baja California,4792,Mexicali,382.8,Accesibilidad alta
Baja California,4793,Mexicali,100,Accesibilidad alta
Baja California,4794,Mexicali,"2,882.80",Accesibilidad muy baja
Baja California,4795,Mexicali,400,Accesibilidad alta
Baja California,4796,Mexicali,"4,250.00",Accesibilidad muy baja
Baja California,4797,Mexicali,"1,672.80",Accesibilidad media
Baja California,4798,Mexicali,"1,655.60",Accesibilidad media
Baja California,4799,Mexicali,282.8,Accesibilidad alta
Baja California,4800,Mexicali,600,Accesibilidad muy alta
Baja California,4801,Mexicali,"3,424.30",Accesibilidad muy baja
Baja California,4802,Mexicali,"2,038.50",Accesibilidad muy baja
Baja California,4803,Mexicali,"2,165.70",Accesibilidad muy baja
Baja California,4804,Mexicali,100,Accesibilidad muy alta
Baja California,4805,Mexicali,"2,545.60",Accesibilidad muy baja
Baja California,4806,Mexicali,"1,800.00",Accesibilidad media
Baja California,4807,Mexicali,424.3,Accesibilidad alta
Baja California,4808,Mexicali,100,Accesibilidad alta
Baja California,4809,Mexicali,0,Accesibilidad alta
Baja California,4810,Mexicali,782.8,Accesibilidad alta
Baja California,4811,Mexicali,0,Accesibilidad alta
Baja California,4812,Mexicali,"1,965.70",Accesibilidad media
Baja California,4813,Mexicali,"1,100.00",Accesibilidad media
Baja California,4814,Mexicali,"3,069.80",Accesibilidad muy baja
Baja California,4815,Mexicali,241.4,Accesibilidad muy alta
Baja California,4816,Mexicali,100,Accesibilidad alta
Baja California,4817,Mexicali,"1,131.40",Accesibilidad media
Baja California,4818,Mexicali,600,Accesibilidad alta
Baja California,4819,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4820,Mexicali,"3,197.10",Accesibilidad muy baja
Baja California,4821,Mexicali,"2,131.40",Accesibilidad muy baja
Baja California,4822,Mexicali,"2,489.90",Accesibilidad muy baja
Baja California,4823,Mexicali,500,Accesibilidad alta
Baja California,4824,Mexicali,707.1,Accesibilidad alta
Baja California,4825,Mexicali,100,Accesibilidad muy alta
Baja California,4826,Mexicali,"1,865.70",Accesibilidad media
Baja California,4827,Mexicali,"1,941.40",Accesibilidad media
Baja California,4828,Mexicali,100,Accesibilidad muy alta
Baja California,4829,Mexicali,100,Accesibilidad muy alta
Baja California,4830,Mexicali,"1,600.00",Accesibilidad media
Baja California,4831,Mexicali,600,Accesibilidad alta
Baja California,4832,Mexicali,"2,700.00",Accesibilidad muy baja
Baja California,4833,Mexicali,"1,655.60",Accesibilidad media
Baja California,4834,Mexicali,200,Accesibilidad alta
Baja California,4835,Mexicali,241.4,Accesibilidad alta
Baja California,4836,Mexicali,0,Accesibilidad alta
Baja California,4837,Mexicali,300,Accesibilidad alta
Baja California,4838,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4839,Mexicali,"2,407.10",Accesibilidad muy baja
Baja California,4840,Mexicali,624.3,Accesibilidad alta
Baja California,4841,Mexicali,100,Accesibilidad alta
Baja California,4842,Mexicali,100,Accesibilidad muy alta
Baja California,4843,Mexicali,0,Accesibilidad alta
Baja California,4844,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4845,Mexicali,"1,300.00",Accesibilidad media
Baja California,4846,Mexicali,"1,500.00",Accesibilidad media
Baja California,4847,Mexicali,"2,131.40",Accesibilidad muy baja
Baja California,4848,Mexicali,"1,124.30",Accesibilidad media
Baja California,4849,Mexicali,0,Accesibilidad muy alta
Baja California,4850,Mexicali,200,Accesibilidad alta
Baja California,4851,Mexicali,"3,821.30",Accesibilidad muy baja
Baja California,4852,Mexicali,100,Accesibilidad muy alta
Baja California,4853,Mexicali,100,Accesibilidad alta
Baja California,4854,Mexicali,100,Accesibilidad muy alta
Baja California,4855,Mexicali,300,Accesibilidad alta
Baja California,4856,Mexicali,"2,745.60",Accesibilidad baja
Baja California,4857,Mexicali,482.8,Accesibilidad alta
Baja California,4858,Mexicali,100,Accesibilidad alta
Baja California,4859,Mexicali,800,Accesibilidad muy alta
Baja California,4860,Mexicali,"1,131.40",Accesibilidad media
Baja California,4861,Mexicali,665.7,Accesibilidad alta
Baja California,4862,Mexicali,948.5,Accesibilidad alta
Baja California,4863,Mexicali,"1,300.00",Accesibilidad media
Baja California,4864,Mexicali,"1,641.40",Accesibilidad media
Baja California,4865,Mexicali,"1,600.00",Accesibilidad media
Baja California,4866,Mexicali,100,Accesibilidad alta
Baja California,4867,Mexicali,100,Accesibilidad alta
Baja California,4868,Mexicali,"2,179.90",Accesibilidad muy baja
Baja California,4869,Mexicali,0,Accesibilidad muy alta
Baja California,4870,Mexicali,"1,231.40",Accesibilidad media
Baja California,4871,Mexicali,0,Accesibilidad alta
Baja California,4872,Mexicali,841.4,Accesibilidad alta
Baja California,4873,Mexicali,"2,538.50",Accesibilidad muy baja
Baja California,4874,Mexicali,"1,048.50",Accesibilidad media
Baja California,4875,Mexicali,707.1,Accesibilidad alta
Baja California,4876,Mexicali,600,Accesibilidad alta
Baja California,4877,Mexicali,0,Accesibilidad muy alta
Baja California,4878,Mexicali,100,Accesibilidad muy alta
Baja California,4879,Mexicali,0,Accesibilidad muy alta
Baja California,4880,Mexicali,0,Accesibilidad muy alta
Baja California,4881,Mexicali,0,Accesibilidad alta
Baja California,4882,Mexicali,0,Accesibilidad muy alta
Baja California,4883,Mexicali,300,Accesibilidad muy alta
Baja California,4884,Mexicali,841.4,Accesibilidad alta
Baja California,4885,Mexicali,482.8,Accesibilidad alta
Baja California,4886,Mexicali,0,Accesibilidad muy alta
Baja California,4887,Mexicali,"2,000.00",Accesibilidad muy baja
Baja California,4888,Mexicali,341.4,Accesibilidad alta
Baja California,4889,Mexicali,"1,789.90",Accesibilidad media
Baja California,4890,Mexicali,100,Accesibilidad alta
Baja California,4891,Mexicali,141.4,Accesibilidad alta
Baja California,4892,Mexicali,141.4,Accesibilidad alta
Baja California,4893,Mexicali,0,Accesibilidad alta
Baja California,4894,Mexicali,"1,241.40",Accesibilidad media
Baja California,4895,Mexicali,"1,600.00",Accesibilidad media
Baja California,4896,Mexicali,341.4,Accesibilidad alta
Baja California,4897,Mexicali,100,Accesibilidad muy alta
Baja California,4898,Mexicali,"1,107.10",Accesibilidad baja
Baja California,4899,Mexicali,250,Accesibilidad alta
Baja California,4900,Mexicali,"4,712.10",Accesibilidad muy baja
Baja California,4901,Mexicali,"2,100.00",Accesibilidad muy baja
Baja California,4902,Mexicali,"1,300.00",Accesibilidad media
Baja California,4903,Mexicali,"3,628.40",Accesibilidad muy baja
Baja California,4904,Mexicali,"1,400.00",Accesibilidad media
Baja California,4905,Mexicali,800,Accesibilidad alta
Baja California,4906,Mexicali,141.4,Accesibilidad alta
Baja California,4907,Mexicali,"1,724.30",Accesibilidad media
Baja California,4908,Mexicali,600,Accesibilidad alta
Baja California,4909,Mexicali,"2,200.00",Accesibilidad muy baja
Baja California,4910,Mexicali,"1,807.10",Accesibilidad media
Baja California,4911,Mexicali,"9,345.00",Accesibilidad muy baja
Baja California,4912,Mexicali,500,Accesibilidad alta
Baja California,4913,Mexicali,100,Accesibilidad alta
Baja California,4914,Mexicali,"1,331.40",Accesibilidad baja
Baja California,4915,Mexicali,"4,414.20",Accesibilidad muy baja
Baja California,4916,Mexicali,"5,403.60",Accesibilidad muy baja
Baja California,4917,Mexicali,"1,331.40",Accesibilidad media
Baja California,4918,Mexicali,500,Accesibilidad alta
Baja California,4919,Mexicali,"2,800.00",Accesibilidad muy baja
Baja California,4920,Mexicali,100,Accesibilidad muy alta
Baja California,4921,Mexicali,100,Accesibilidad alta
Baja California,4922,Mexicali,100,Accesibilidad muy alta
Baja California,4923,Mexicali,100,Accesibilidad muy alta
Baja California,4924,Mexicali,848.5,Accesibilidad muy alta
Baja California,4925,Mexicali,100,Accesibilidad muy alta
Baja California,4926,Mexicali,0,Accesibilidad muy alta
Baja California,4927,Mexicali,0,Accesibilidad alta
Baja California,4928,Mexicali,"2,938.50",Accesibilidad muy baja
Baja California,4929,Mexicali,"2,100.00",Accesibilidad muy baja
Baja California,4930,Mexicali,"3,065.70",Accesibilidad muy baja
Baja California,4931,Mexicali,524.3,Accesibilidad alta
Baja California,4932,Mexicali,300,Accesibilidad alta
Baja California,4933,Mexicali,100,Accesibilidad alta
Baja California,4934,Mexicali,200,Accesibilidad muy alta
Baja California,4935,Mexicali,100,Accesibilidad muy alta
Baja California,4936,Mexicali,"1,400.00",Accesibilidad media
Baja California,4937,Mexicali,0,Accesibilidad alta
Baja California,4938,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,4939,Mexicali,700,Accesibilidad alta
Baja California,4940,Mexicali,"2,100.00",Accesibilidad muy baja
Baja California,4941,Mexicali,500,Accesibilidad alta
Baja California,4942,Mexicali,200,Accesibilidad alta
Baja California,4943,Mexicali,300,Accesibilidad alta
Baja California,4944,Mexicali,"1,441.40",Accesibilidad media
Baja California,4945,Mexicali,"1,655.60",Accesibilidad media
Baja California,4946,Mexicali,"1,341.40",Accesibilidad media
Baja California,4947,Mexicali,"3,606.20",Accesibilidad muy baja
Baja California,4948,Mexicali,400,Accesibilidad alta
Baja California,4949,Mexicali,"1,100.00",Accesibilidad media
Baja California,4950,Mexicali,"1,000.00",Accesibilidad alta
Baja California,4951,Mexicali,400,Accesibilidad alta
Baja California,4952,Mexicali,382.8,Accesibilidad alta
Baja California,4953,Mexicali,"1,131.40",Accesibilidad media
Baja California,4954,Mexicali,"2,582.80",Accesibilidad muy baja
Baja California,4955,Mexicali,100,Accesibilidad alta
Baja California,4956,Mexicali,"3,200.00",Accesibilidad muy baja
Baja California,4957,Mexicali,"1,300.00",Accesibilidad media
Baja California,4958,Mexicali,"2,082.80",Accesibilidad muy baja
Baja California,4959,Mexicali,100,Accesibilidad alta
Baja California,4960,Mexicali,900,Accesibilidad alta
Baja California,4961,Mexicali,624.3,Accesibilidad muy alta
Baja California,4962,Mexicali,341.4,Accesibilidad muy alta
Baja California,4963,Mexicali,382.8,Accesibilidad alta
Baja California,4964,Mexicali,0,Accesibilidad muy alta
Baja California,4965,Mexicali,100,Accesibilidad alta
Baja California,4966,Mexicali,300,Accesibilidad alta
Baja California,4967,Mexicali,100,Accesibilidad alta
Baja California,4968,Mexicali,641.4,Accesibilidad alta
Baja California,4969,Mexicali,600,Accesibilidad alta
Baja California,4970,Mexicali,100,Accesibilidad alta
Baja California,4971,Mexicali,0,Accesibilidad alta
Baja California,4972,Mexicali,"1,131.40",Accesibilidad media
Baja California,4973,Mexicali,682.8,Accesibilidad alta
Baja California,4974,Mexicali,707.1,Accesibilidad muy alta
Baja California,4975,Mexicali,"1,482.80",Accesibilidad media
Baja California,4976,Mexicali,"1,400.00",Accesibilidad media
Baja California,4977,Mexicali,"1,377.80",Accesibilidad baja
Baja California,4978,Mexicali,0,Accesibilidad muy alta
Baja California,4979,Mexicali,"1,231.40",Accesibilidad media
Baja California,4980,Mexicali,100,Accesibilidad muy alta
Baja California,4981,Mexicali,100,Accesibilidad muy alta
Baja California,4982,Mexicali,150,Accesibilidad alta
Baja California,4983,Mexicali,300,Accesibilidad alta
Baja California,4984,Mexicali,0,Accesibilidad alta
Baja California,4985,Mexicali,0,Accesibilidad alta
Baja California,4986,Mexicali,0,Accesibilidad muy alta
Baja California,4987,Mexicali,0,Accesibilidad muy alta
Baja California,4988,Mexicali,"3,232.80",Accesibilidad muy baja
Baja California,4989,Mexicali,"1,512.10",Accesibilidad media
Baja California,4990,Mexicali,200,Accesibilidad alta
Baja California,4991,Mexicali,"2,582.80",Accesibilidad muy baja
Baja California,4992,Mexicali,400,Accesibilidad muy alta
Baja California,4993,Mexicali,282.8,Accesibilidad alta
Baja California,4994,Mexicali,"1,000.00",Accesibilidad muy alta
Baja California,4995,Mexicali,"1,389.90",Accesibilidad media
Baja California,4996,Mexicali,"1,231.40",Accesibilidad media
Baja California,4997,Mexicali,"1,341.40",Accesibilidad media
Baja California,4998,Mexicali,582.8,Accesibilidad alta
Baja California,4999,Mexicali,282.8,Accesibilidad alta
Baja California,5000,Mexicali,200,Accesibilidad muy alta
Baja California,5001,Mexicali,"1,141.40",Accesibilidad media
Baja California,5002,Mexicali,0,Accesibilidad alta
Baja California,5003,Mexicali,"1,089.90",Accesibilidad media
Baja California,5004,Mexicali,"3,914.20",Accesibilidad muy baja
Baja California,5005,Mexicali,"2,341.40",Accesibilidad muy baja
Baja California,5006,Mexicali,800,Accesibilidad alta
Baja California,5007,Mexicali,100,Accesibilidad muy alta
Baja California,5008,Mexicali,200,Accesibilidad alta
Baja California,5009,Mexicali,"1,200.00",Accesibilidad media
Baja California,5010,Mexicali,"1,441.40",Accesibilidad media
Baja California,5011,Mexicali,"1,389.90",Accesibilidad media
Baja California,5012,Mexicali,100,Accesibilidad muy alta
Baja California,5013,Mexicali,0,Accesibilidad muy alta
Baja California,5014,Mexicali,141.4,Accesibilidad alta
Baja California,5015,Mexicali,"2,400.00",Accesibilidad muy baja
Baja California,5016,Mexicali,"1,997.10",Accesibilidad media
Baja California,5017,Mexicali,0,Accesibilidad alta
Baja California,5018,Mexicali,200,Accesibilidad alta
Baja California,5019,Mexicali,100,Accesibilidad alta
Baja California,5020,Mexicali,"2,855.60",Accesibilidad muy baja
Baja California,5021,Mexicali,0,Accesibilidad alta
Baja California,5022,Mexicali,0,Accesibilidad alta
Baja California,5023,Mexicali,"1,300.00",Accesibilidad baja
Baja California,5024,Mexicali,"1,607.10",Accesibilidad media
Baja California,5025,Mexicali,"1,736.40",Accesibilidad media
Baja California,5026,Mexicali,"2,604.20",Accesibilidad muy baja
Baja California,5027,Mexicali,"2,224.30",Accesibilidad muy baja
Baja California,5028,Mexicali,"1,000.00",Accesibilidad alta
Baja California,5029,Mexicali,"1,200.00",Accesibilidad media
Baja California,5030,Mexicali,241.4,Accesibilidad muy alta
Baja California,5031,Mexicali,300,Accesibilidad alta
Baja California,5032,Mexicali,582.8,Accesibilidad alta
Baja California,5033,Mexicali,"1,607.10",Accesibilidad media
Baja California,5034,Mexicali,982.8,Accesibilidad alta
Baja California,5035,Mexicali,0,Accesibilidad muy alta
Baja California,5036,Mexicali,200,Accesibilidad muy alta
Baja California,5037,Mexicali,"1,331.40",Accesibilidad media
Baja California,5038,Mexicali,"1,100.00",Accesibilidad baja
Baja California,5039,Mexicali,"1,272.80",Accesibilidad media
Baja California,5040,Mexicali,441.4,Accesibilidad alta
Baja California,5041,Mexicali,"2,197.10",Accesibilidad muy baja
Baja California,5042,Mexicali,800,Accesibilidad alta
Baja California,5043,Mexicali,0,Accesibilidad alta
Baja California,5044,Mexicali,"1,697.10",Accesibilidad media
Baja California,5045,Mexicali,800,Accesibilidad alta
Baja California,5046,Mexicali,141.4,Accesibilidad alta
